,Tm,Year,ProjectedQBOverall,LastYrQBOverall,ProjectedWROverall,LastYrWROverall,ProjectedRBOverall,LastYrRBOverall,D_Overall
40,ATL,2018,0.8767123287671232,0.8767123287671232,0.6473960666679652,0.7866242038216561,0.9657534246575342,0.9657534246575342,0.59375
41,ATL,2019,0.9583333333333334,0.9583333333333334,0.7640949554896143,0.8041543026706232,0.9657534246575342,0.9300699300699301,0.0625
42,ATL,2020,0.7857142857142857,0.7857142857142857,0.6931372549019607,0.7419117647058823,0.9,0.8571428571428571,0.21875
43,ATL,2021,0.7654320987654321,0.7654320987654321,0.7174329501915709,0.7174329501915709,0.8666666666666667,0.8666666666666667,0.34375
45,BAL,2001,0.9518072289156626,0.6746987951807228,0.7752234993614304,0.6877394636015326,0.8947368421052632,0.8947368421052632,1.0
46,BAL,2002,0.7831325301204819,0.7027027027027027,0.6640926640926641,0.7586872586872587,0.8947368421052632,0.6875,0.8064516129032258
47,BAL,2003,0.6081081081081081,0.6081081081081081,0.6541353383458647,0.6541353383458647,0.9285714285714286,0.9285714285714286,0.5
48,BAL,2004,0.4430379746835443,0.4430379746835443,0.6654676258992805,0.7278177458033573,0.9917355371900827,0.9917355371900827,0.9375
49,BAL,2005,0.6282051282051282,0.6282051282051282,0.9032093474156845,0.5354609929078014,0.8174603174603174,0.8174603174603174,0.984375
50,BAL,2006,0.8125,0.65,0.8298368298368298,0.8298368298368298,0.8376068376068376,0.8376068376068376,0.8125
51,BAL,2007,0.65,0.8933333333333333,0.862037037037037,0.854320987654321,0.8130081300813008,0.8617886178861789,1.0
52,BAL,2008,0.5952380952380952,0.5952380952380952,0.7772986272986273,0.668997668997669,0.9669421487603306,0.9669421487603306,0.5
53,BAL,2009,0.7368421052631579,0.7368421052631579,0.8251461988304093,0.8251461988304093,0.823076923076923,0.823076923076923,0.96875
54,BAL,2010,0.8157894736842105,0.8157894736842105,0.9033564814814815,0.8177083333333334,0.9850746268656716,0.9850746268656716,0.96875
55,BAL,2011,0.9135802469135802,0.9135802469135802,0.9324324324324325,0.891891891891892,0.8646616541353384,0.8646616541353384,0.8125
56,BAL,2012,0.8421052631578947,0.8421052631578947,0.8338870431893688,0.8338870431893688,0.9926470588235294,0.9926470588235294,0.9375
57,BAL,2013,0.8591549295774648,0.8591549295774648,0.6666666666666667,0.7407407407407408,0.9319727891156463,0.9319727891156463,0.5625
58,BAL,2014,0.6567164179104478,0.6567164179104478,0.8534201954397393,0.6929967426710097,0.8571428571428571,0.8571428571428571,0.65625
59,BAL,2015,0.8648648648648649,0.8648648648648649,0.9166666666666666,0.8255555555555555,0.6515625,0.6515625,0.734375
60,BAL,2016,0.64,0.64,0.75,0.8343815513626834,0.6577729430379747,0.6234177215189873,0.5
61,BAL,2017,0.6714285714285714,0.6714285714285714,0.853076375665955,0.874617737003058,0.71875,0.71875,0.9375
62,BAL,2018,0.589041095890411,0.589041095890411,0.5540256919690684,0.7054140127388535,0.9452054794520548,0.9452054794520548,1.0
63,BAL,2019,0.5,0.5,0.5727002967359051,0.6683976261127597,0.9931506849315068,0.7762237762237763,0.890625
64,BAL,2020,1.0,1.0,0.6316176470588235,0.6485294117647059,0.95,0.95,0.9375
65,BAL,2021,0.8271604938271605,0.8271604938271605,0.8096264367816092,0.6513409961685824,0.8571428571428571,0.5333333333333333,0.875
67,BUF,2001,0.6987951807228916,0.6987951807228916,0.8492975734355045,0.6992337164750958,0.7719298245614035,0.7719298245614035,0.7419354838709677
68,BUF,2002,0.7590361445783133,0.5135135135135135,0.8648648648648649,0.8648648648648649,0.7980769230769231,0.7980769230769231,0.0967741935483871
69,BUF,2003,0.9594594594594594,0.9594594594594594,0.7048872180451128,0.850877192982456,0.9642857142857143,0.9642857142857143,0.09375
70,BUF,2004,0.6962025316455697,0.6962025316455697,0.6996402877697843,0.737410071942446,0.9090909090909091,0.9090909090909091,0.6875
71,BUF,2005,0.5443037974683544,0.6538461538461539,0.8026004728132388,0.8026004728132388,0.873015873015873,0.873015873015873,0.875
72,BUF,2006,0.725,0.725,0.6524905354692588,0.7086247086247086,0.8290598290598291,0.8290598290598291,0.1875
73,BUF,2007,0.88,0.88,0.6606448174793499,0.7530864197530865,0.8130081300813008,0.8130081300813008,0.5625
74,BUF,2008,0.6309523809523809,0.6309523809523809,0.6987179487179488,0.6621503496503496,0.8760330578512396,0.8760330578512396,0.53125
75,BUF,2009,0.5,0.7763157894736842,0.9491228070175439,0.7175438596491228,0.9153846153846154,0.9153846153846154,0.6875
76,BUF,2010,0.6052631578947368,0.6052631578947368,0.7521929824561404,0.5842013888888888,0.9328358208955224,0.9328358208955224,0.4375
77,BUF,2011,0.7407407407407407,0.7407407407407407,0.918918918918919,0.6272522522522522,0.9022556390977443,0.9022556390977443,0.1875
78,BUF,2012,0.8026315789473685,0.8026315789473685,0.6926910299003322,0.7209302325581395,0.8602941176470589,0.8897058823529411,0.25
79,BUF,2013,0.676056338028169,0.676056338028169,0.8235294117647058,0.7165032679738562,0.9727891156462585,0.9727891156462585,0.1875
80,BUF,2014,0.7654320987654321,0.5373134328358209,0.5586319218241043,0.6685667752442996,0.9191176470588235,0.8944099378881988,0.5625
81,BUF,2015,0.6486486486486487,0.6486486486486487,0.84,0.6711111111111111,0.5681482919254658,0.603125,0.9375
82,BUF,2016,0.88,0.88,0.7751572327044025,0.8354297693920336,0.9177215189873418,0.5284810126582279,0.46875
83,BUF,2017,0.6571428571428571,0.6571428571428571,0.8042813455657492,0.7043832823649337,0.9875,0.615625,0.359375
84,BUF,2018,0.7054794520547946,0.7054794520547946,0.7929936305732485,0.7929936305732485,0.9726027397260274,0.9726027397260274,0.46875
85,BUF,2019,0.5833333333333334,0.5833333333333334,0.8318315048230928,0.5979228486646885,0.6783216783216783,0.6783216783216783,0.890625
86,BUF,2020,0.7714285714285715,0.7714285714285715,0.8666666666666667,0.7470588235294118,0.8714285714285714,0.8714285714285714,0.96875
87,BUF,2021,0.9876543209876543,0.9876543209876543,0.8230307640297498,0.7941810344827587,0.8466666666666667,0.8466666666666667,0.640625
89,CAR,2001,0.8674698795180723,0.8674698795180723,0.8812260536398467,0.8812260536398467,0.7807017543859649,0.7807017543859649,0.4838709677419355
90,CAR,2002,0.36486486486486486,0.36486486486486486,0.7277992277992278,0.6230694980694981,0.875,0.7596153846153846,0.3548387096774194
91,CAR,2003,0.6891891891891891,0.6891891891891891,0.6921018763124026,0.7719298245614036,0.8035714285714286,0.7321428571428571,0.96875
92,CAR,2004,0.9113924050632911,0.9113924050632911,0.7086330935251799,0.6681654676258993,0.9008264462809917,0.9008264462809917,0.625
93,CAR,2005,0.8974358974358975,0.8974358974358975,0.8119546915658962,0.8191489361702128,0.7936507936507936,0.7936507936507936,0.5
94,CAR,2006,0.925,0.925,0.9562937062937062,0.7214452214452214,0.811965811965812,0.811965811965812,0.9375
95,CAR,2007,0.7692307692307693,0.76,0.803988603988604,0.7265432098765432,0.8211382113821138,0.8211382113821138,0.6875
96,CAR,2008,0.76,0.39285714285714285,0.7622377622377622,0.6783216783216783,0.8264462809917356,0.8264462809917356,0.40625
97,CAR,2009,0.881578947368421,0.881578947368421,0.7988304093567251,0.7988304093567251,0.9,0.9,0.53125
98,CAR,2010,0.5657894736842105,0.5657894736842105,0.75,0.6918402777777778,0.9402985074626866,0.9402985074626866,0.9375
99,CAR,2011,0.30864197530864196,0.30864197530864196,0.668918918918919,0.6126126126126127,0.9402985074626866,0.7593984962406015,0.46875
100,CAR,2012,0.8552631578947368,0.8552631578947368,0.8355481727574751,0.7441860465116279,0.7794117647058824,0.7794117647058824,0.125
101,CAR,2013,0.8309859154929577,0.8309859154929577,0.9139433551198257,0.8063725490196079,0.8367346938775511,0.8367346938775511,0.59375
102,CAR,2014,0.8059701492537313,0.8059701492537313,0.7090119435396308,0.8382193268186754,0.7593984962406015,0.826086956521739,1.0
103,CAR,2015,0.7162162162162162,0.7162162162162162,0.6533796296296296,0.7175,0.9,0.9,0.734375
104,CAR,2016,0.96,0.96,0.7575943396226416,0.72562893081761,0.8987341772151899,0.8987341772151899,0.96875
105,CAR,2017,0.5285714285714286,0.5285714285714286,0.42201834862385323,0.7668195718654435,0.86875,0.86875,0.59375
106,CAR,2018,0.7945205479452054,0.7945205479452054,0.9109448956933326,0.8152866242038217,0.8698630136986302,0.8356164383561644,0.875
107,CAR,2019,0.75,0.75,0.8120672601384767,0.7937685459940653,1.0,1.0,0.546875
108,CAR,2020,0.72,0.5428571428571428,0.875,0.7419117647058824,0.4794520547945205,0.9785714285714285,0.1875
109,CAR,2021,0.37037037037037035,0.7160493827160493,0.9166666666666666,0.7078544061302682,0.86,0.86,0.4375
111,CHI,2001,0.5662650602409639,0.5662650602409639,0.7075351213282248,0.7075351213282248,0.8333333333333334,0.8333333333333334,0.5161290322580645
112,CHI,2002,0.7297297297297297,0.7297297297297297,0.6871452733521699,0.6422136422136422,0.8076923076923077,0.8076923076923077,0.967741935483871
113,CHI,2003,0.9324324324324325,0.581081081081081,0.8552631578947368,0.7456140350877193,0.7767857142857143,0.7767857142857143,0.21875
114,CHI,2004,0.4594594594594595,0.4240506329113924,0.6798561151079137,0.7565947242206236,0.6964285714285714,0.743801652892562,0.34375
115,CHI,2005,0.4358974358974359,0.4358974358974359,0.75,0.5567375886524822,0.8492063492063492,0.8492063492063492,0.5625
116,CHI,2006,0.4625,0.4625,0.6433566433566433,0.6386946386946387,0.9230769230769231,0.9230769230769231,1.0
117,CHI,2007,0.8133333333333334,0.8133333333333334,0.8506172839506173,0.8506172839506173,0.8699186991869918,0.8699186991869918,0.96875
118,CHI,2008,0.4625,0.5357142857142857,0.7867132867132867,0.7960372960372961,0.731404958677686,0.731404958677686,0.5625
119,CHI,2009,0.9210526315789473,0.6710526315789473,0.8385964912280702,0.6982456140350877,0.9538461538461539,0.9538461538461539,0.625
120,CHI,2010,0.7368421052631579,0.7368421052631579,0.7117507309941521,0.8223379629629629,0.917910447761194,0.917910447761194,0.34375
121,CHI,2011,0.8271604938271605,0.8271604938271605,0.8277027027027026,0.6283783783783784,0.9548872180451128,0.9548872180451128,0.96875
122,CHI,2012,0.7763157894736842,0.7763157894736842,0.5894989674059441,0.6699889258028793,0.9264705882352942,0.9264705882352942,0.90625
123,CHI,2013,0.6338028169014085,0.6338028169014085,0.8126361655773421,0.5874183006535948,0.9217687074829932,0.9217687074829932,1.0
124,CHI,2014,0.7611940298507462,0.7611940298507462,0.8971998680036618,0.9424538545059717,0.9937888198757764,0.9937888198757764,0.28125
125,CHI,2015,0.7297297297297297,0.7297297297297297,0.853699782844734,0.7216666666666667,0.9625,0.9625,0.125
126,CHI,2016,0.8666666666666667,0.8666666666666667,0.6666037735849056,0.7397798742138365,0.9430379746835443,0.9430379746835443,0.53125
127,CHI,2017,0.42857142857142855,0.42857142857142855,0.7651376146788991,0.6559633027522936,0.95,0.95,0.15625
128,CHI,2018,0.6027397260273972,0.6027397260273972,0.7951070336391437,0.6072186836518046,0.9246575342465754,0.9246575342465754,0.78125
129,CHI,2019,0.8055555555555556,0.8055555555555556,0.8798219584569733,0.8763600395647874,0.8671328671328671,0.8846153846153846,1.0
130,CHI,2020,0.5714285714285714,0.5714285714285714,0.815686274509804,0.8078431372549019,0.7428571428571429,0.7428571428571429,0.8125
131,CHI,2021,0.7283950617283951,0.7283950617283951,0.6297892720306514,0.7237787356321839,0.94,0.94,0.546875
133,CIN,2001,0.7349397590361446,0.40963855421686746,0.7088122605363985,0.5737547892720306,0.9122807017543859,0.9122807017543859,0.22580645161290322
134,CIN,2002,0.5540540540540541,0.5540540540540541,0.7644787644787645,0.6576576576576577,0.9326923076923077,0.9326923076923077,0.45161290322580644
135,CIN,2003,0.7162162162162162,0.7162162162162162,0.7462406015037594,0.7593984962406015,0.9196428571428571,0.9196428571428571,0.125
136,CIN,2004,0.8734177215189873,0.8734177215189873,0.670863309352518,0.7589928057553957,0.7520661157024794,0.7520661157024794,0.125
137,CIN,2005,0.6923076923076923,0.6923076923076923,0.7281323877068558,0.5930851063829787,0.9206349206349206,0.9206349206349206,0.75
138,CIN,2006,0.9875,0.9875,0.7972027972027972,0.7972027972027972,0.8888888888888888,0.8888888888888888,0.3125
139,CIN,2007,0.9733333333333334,0.9733333333333334,0.8506172839506173,0.8506172839506173,0.9349593495934959,0.9349593495934959,0.21875
140,CIN,2008,0.8571428571428571,0.8571428571428571,0.8076923076923077,0.8344988344988344,0.731404958677686,0.6611570247933884,0.4375
141,CIN,2009,0.8571428571428571,0.5,0.8096491228070175,0.6052631578947368,0.7230769230769231,0.7230769230769231,0.4375
142,CIN,2010,0.8026315789473685,0.8026315789473685,0.7853679337231969,0.6519097222222223,0.8208955223880597,0.8208955223880597,0.875
143,CIN,2011,0.8024691358024691,0.8024691358024691,0.6452702702702703,0.6545608108108107,0.924812030075188,0.924812030075188,0.40625
144,CIN,2012,0.7631578947368421,0.7631578947368421,0.867109634551495,0.8338870431893688,0.7058823529411765,0.8970588235294118,0.75
145,CIN,2013,0.7464788732394366,0.7464788732394366,0.9248366013071896,0.9248366013071896,0.8843537414965986,0.8843537414965986,0.9375
146,CIN,2014,0.8955223880597015,0.8955223880597015,0.7947882736156352,0.7695439739413681,0.8136645962732919,0.8136645962732919,0.96875
147,CIN,2015,0.7567567567567568,0.7567567567567568,0.651270358306189,0.7075,0.84375,0.84375,0.5
148,CIN,2016,0.9333333333333333,0.9333333333333333,0.7789308176100628,0.77437106918239,0.879746835443038,0.879746835443038,0.84375
149,CIN,2017,0.8142857142857143,0.8142857142857143,0.7400611620795107,0.5894495412844036,0.83125,0.83125,0.5
150,CIN,2018,0.7397260273972602,0.7397260273972602,0.9363057324840764,0.6536624203821656,0.4349315068493151,0.4349315068493151,0.3125
151,CIN,2019,0.6388888888888888,0.6388888888888888,0.8293768545994066,0.7422106824925816,0.9090909090909091,0.9090909090909091,0.125
152,CIN,2020,0.4714285714285714,0.4714285714285714,0.8813056379821959,0.7691176470588235,0.84375,0.8428571428571429,0.125
153,CIN,2021,0.654320987654321,0.654320987654321,0.7074599954924499,0.6135057471264368,0.8428571428571429,0.78,0.25
155,CLE,2001,0.2891566265060241,0.2891566265060241,0.5689655172413793,0.6060025542784163,0.7631578947368421,0.7631578947368421,0.25806451612903225
156,CLE,2002,0.6486486486486487,0.6486486486486487,0.5755188686223169,0.6192084942084942,0.5769230769230769,0.5769230769230769,0.5483870967741935
157,CLE,2003,0.6621621621621622,0.6621621621621622,0.6691729323308271,0.6428571428571428,0.7678571428571429,0.7678571428571429,0.6875
158,CLE,2004,0.8354430379746836,0.5443037974683544,0.6322145291285768,0.6672661870503598,0.6942148760330579,0.6942148760330579,0.3125
159,CLE,2005,0.6746987951807228,0.7051282051282052,0.7641843971631206,0.7641843971631206,0.9365079365079365,0.7023809523809523,0.4375
160,CLE,2006,0.7125,0.7125,0.8706293706293706,0.7668997668997669,0.9316239316239316,0.9316239316239316,0.65625
161,CLE,2007,0.4533333333333333,0.4533333333333333,0.8135802469135802,0.8135802469135802,0.8617886178861789,0.7560975609756098,0.5
162,CLE,2008,0.8690476190476191,0.8690476190476191,0.8355736855736856,0.8607226107226107,0.9834710743801653,0.9834710743801653,0.25
163,CLE,2009,0.5789473684210527,0.5789473684210527,0.5754385964912281,0.5614035087719298,0.8346153846153846,0.8346153846153846,0.5
164,CLE,2010,0.5131578947368421,0.5131578947368421,0.6626157407407408,0.5538194444444444,0.6307692307692307,0.5298507462686567,0.0625
165,CLE,2011,0.5061728395061729,0.5061728395061729,0.777027027027027,0.6866554054054054,0.9924812030075187,0.9924812030075187,0.59375
166,CLE,2012,0.618421052631579,0.618421052631579,0.6594684385382059,0.622093023255814,0.7426470588235294,0.7426470588235294,0.71875
167,CLE,2013,0.7654320987654321,0.5352112676056338,0.6299019607843137,0.6781045751633987,0.9047619047619048,0.9047619047619048,0.3125
168,CLE,2014,0.40298507462686567,0.40298507462686567,0.6563517915309446,0.7320846905537459,0.7950310559006211,0.7950310559006211,0.46875
169,CLE,2015,0.4189189189189189,0.7432432432432432,0.6077271082157075,0.7566666666666667,0.4890625,0.4890625,0.625
170,CLE,2016,0.68,0.68,0.9276729559748428,0.6375786163522013,0.740506329113924,0.740506329113924,0.21875
171,CLE,2017,0.5428571428571428,0.5428571428571428,0.363914373088685,0.6032110091743119,0.94375,0.94375,0.0625
172,CLE,2018,0.410958904109589,0.410958904109589,0.7404458598726115,0.4723991507430998,0.8493150684931506,0.8493150684931506,0.21875
173,CLE,2019,0.7916666666666666,0.7916666666666666,0.7177805149643232,0.758160237388724,0.8461538461538461,0.8461538461538461,0.4375
174,CLE,2020,0.6,0.6,0.9176470588235294,0.6367647058823529,0.9857142857142858,0.9857142857142858,0.34375
175,CLE,2021,0.8518518518518519,0.8518518518518519,0.7994417726843799,0.6997126436781609,0.92,0.92,0.59375
177,DAL,2001,0.5421686746987951,0.5421686746987951,0.7547892720306514,0.6590038314176245,0.8596491228070176,0.8596491228070176,0.1935483870967742
178,DAL,2002,0.47297297297297297,0.47297297297297297,0.5965250965250966,0.7052767052767054,0.7788461538461539,0.7788461538461539,0.5161290322580645
179,DAL,2003,0.47297297297297297,0.4594594594594595,0.7449874686716792,0.8283208020050125,0.7857142857142857,0.7857142857142857,0.625
180,DAL,2004,0.8108108108108109,0.7848101265822784,0.7787769784172662,0.7649880095923262,0.8429752066115702,0.8429752066115702,0.875
181,DAL,2005,0.6538461538461539,0.7692307692307693,0.8172228174906883,0.9060283687943262,0.8015873015873016,0.8015873015873016,0.28125
182,DAL,2006,0.8875,0.8875,0.9498669179520244,0.7316433566433567,0.8675213675213675,0.8675213675213675,0.59375
183,DAL,2007,0.9333333333333333,0.9333333333333333,0.8530864197530864,0.8796296296296297,0.7479674796747967,0.7479674796747967,0.4375
184,DAL,2008,0.9761904761904762,0.9761904761904762,0.9195804195804196,0.9195804195804196,0.6115702479338843,0.6115702479338843,0.65625
185,DAL,2009,0.8947368421052632,0.8947368421052632,0.917672678198994,0.8355263157894737,0.9307692307692308,0.9307692307692308,0.5625
186,DAL,2010,0.8452380952380952,0.9473684210526315,0.8290478801169591,0.8761574074074074,0.8805970149253731,0.8805970149253731,0.75
187,DAL,2011,0.9473684210526315,0.7654320987654321,0.9577702702702702,0.7804054054054054,0.5939849624060151,0.5939849624060151,0.4375
188,DAL,2012,0.9473684210526315,0.9473684210526315,0.9152823920265781,0.9152823920265781,0.8161764705882353,0.8051470588235294,0.65625
189,DAL,2013,0.9014084507042254,0.9014084507042254,0.9270152505446623,0.7851307189542484,0.8571428571428571,0.8571428571428571,0.25
190,DAL,2014,0.8507462686567164,0.8507462686567164,0.742671009771987,0.6555374592833876,0.9813664596273292,0.9813664596273292,0.03125
191,DAL,2015,0.4788732394366197,0.972972972972973,0.7383333333333333,0.7383333333333333,0.78125,1.0,0.65625
193,DAL,2017,1.0,1.0,0.6789928451906988,0.8363914373088684,1.0,1.0,0.75
194,DAL,2018,0.7808219178082192,0.7808219178082192,0.8694267515923567,0.7085987261146497,0.9178082191780822,0.9178082191780822,0.5625
195,DAL,2019,0.8611111111111112,0.8611111111111112,0.7598187453930334,0.6617210682492582,0.993006993006993,0.993006993006993,0.9375
196,DAL,2020,0.4714285714285714,0.9142857142857143,0.9514705882352941,0.8602941176470589,1.0,1.0,0.625
197,DAL,2021,0.9142857142857143,0.6296296296296297,0.8533806626098716,0.8879310344827587,0.96,0.96,0.28125
199,DEN,2001,0.963855421686747,0.963855421686747,0.8365261813537676,0.9118773946360154,0.9473684210526315,0.9473684210526315,0.45161290322580644
200,DEN,2002,0.6891891891891891,0.6891891891891891,0.9228686814893713,0.8088803088803089,0.6538461538461539,0.6538461538461539,0.41935483870967744
201,DEN,2003,0.5945945945945946,0.7297297297297297,0.7976021133915872,0.8959899749373434,0.9732142857142857,0.9732142857142857,0.46875
202,DEN,2004,0.8481012658227848,0.8481012658227848,0.617505995203837,0.6888489208633094,0.9586776859504132,0.9586776859504132,0.59375
203,DEN,2005,0.9230769230769231,0.9230769230769231,0.8333333333333334,0.7828014184397163,0.9473684210526315,0.9365079365079365,0.609375
204,DEN,2006,0.9375,0.9375,0.8027988559903454,0.754079254079254,0.8675213675213675,0.8675213675213675,0.75
205,DEN,2007,0.5866666666666667,0.5866666666666667,0.5666666666666667,0.7074074074074074,0.8373983739837398,0.8373983739837398,0.75
206,DEN,2008,0.9285714285714286,0.9285714285714286,0.8094405594405594,0.8053613053613052,0.7851239669421488,0.7851239669421488,0.3125
207,DEN,2009,0.6710526315789473,0.9210526315789473,0.8824561403508772,0.8824561403508772,0.6307692307692307,0.6307692307692307,0.0625
208,DEN,2010,0.7894736842105263,0.7894736842105263,0.5506944444444444,0.671875,0.8880597014925373,0.8880597014925373,0.84375
209,DEN,2011,0.7654320987654321,0.7654320987654321,0.7668918918918919,0.7331081081081081,0.823076923076923,0.8721804511278195,0.03125
210,DEN,2012,0.8765432098765432,0.7236842105263158,0.777105593966059,0.601328903654485,0.9044117647058824,0.9044117647058824,0.375
211,DEN,2013,1.0,1.0,0.977124183006536,0.8267973856209151,0.8721804511278195,0.8775510204081632,0.78125
212,DEN,2014,1.0,1.0,0.9174809989142236,0.9381107491856677,0.9503105590062112,0.9503105590062112,0.3125
213,DEN,2015,0.9459459459459459,0.9459459459459459,0.7816666666666666,0.8025,0.9125,0.9125,0.875
214,DEN,2016,0.49333333333333335,0.49333333333333335,0.8207547169811321,0.7987421383647799,0.9125,0.9050632911392406,0.90625
215,DEN,2017,0.6428571428571429,0.6428571428571429,0.8012232415902142,0.7454128440366973,0.71875,0.71875,0.78125
216,DEN,2018,0.8493150684931506,0.4520547945205479,0.6719745222929937,0.6504777070063694,0.9041095890410958,0.9041095890410958,0.84375
217,DEN,2019,0.5,0.7083333333333334,0.7759643916913946,0.7759643916913946,0.8741258741258742,0.8741258741258742,0.546875
218,DEN,2020,0.5142857142857142,0.5142857142857142,0.7054808867167045,0.7362745098039216,0.8785714285714286,0.8357142857142857,0.40625
219,DEN,2021,0.7160493827160493,0.6419753086419753,0.8848095560063106,0.7086925287356322,0.9466666666666667,0.9466666666666667,0.21875
221,DET,2001,0.6867469879518072,0.6867469879518072,0.764367816091954,0.7292464878671775,0.8771929824561403,0.8771929824561403,0.6129032258064516
222,DET,2002,0.44594594594594594,0.44594594594594594,0.9498069498069498,0.7245817245817245,0.6875,0.6875,0.03225806451612903
223,DET,2003,0.43243243243243246,0.43243243243243246,0.75,0.6842105263157895,0.75,0.75,0.03125
224,DET,2004,0.5822784810126582,0.5822784810126582,0.7575728890571753,0.592326139088729,0.8099173553719008,0.8099173553719008,0.28125
225,DET,2005,0.717948717948718,0.717948717948718,0.7890070921985816,0.6513002364066194,0.8809523809523809,0.8809523809523809,0.3125
226,DET,2006,0.8734177215189873,0.6125,0.49475524475524474,0.7296037296037295,0.7435897435897436,0.7435897435897436,0.359375
