,Tm,Year,QBOverall,ProjectedQBOverall,LastYrQBOverall,WROverall,ProjectedWROverall,LastYrWROverall,RBOverall,ProjectedRBOverall,LastYrRBOverall,D_Overall
34,ATL,2012,0.971830985915493,0.9210526315789473,0.9210526315789473,0.9694989106753812,0.9318936877076411,0.9318936877076411,0.782312925170068,0.9191176470588235,0.9191176470588235,0.75
35,ATL,2013,0.746268656716418,0.971830985915493,0.971830985915493,0.8610206297502714,0.9542483660130718,0.9694989106753812,0.48757763975155277,0.8775510204081632,0.782312925170068,0.09375
36,ATL,2014,0.8918918918918919,0.746268656716418,0.746268656716418,0.7999999999999999,0.9087947882736156,0.8610206297502714,0.49375,0.48757763975155277,0.48757763975155277,0.40625
37,ATL,2015,0.8266666666666667,0.8918918918918919,0.8918918918918919,0.6184486373165619,0.7999999999999999,0.7999999999999999,0.6550632911392404,0.2,0.49375,0.625
38,ATL,2016,1.0,0.8266666666666667,0.8266666666666667,0.8297655453618757,0.6815513626834382,0.6184486373165619,0.609375,0.6550632911392404,0.6550632911392404,0.125
39,ATL,2017,0.9041095890410958,1.0,1.0,0.8174097664543525,0.8297655453618757,0.8297655453618757,0.9657534246575342,0.96875,0.609375,0.59375
40,ATL,2018,0.9027777777777778,0.9041095890410958,0.9041095890410958,0.8011869436201781,0.6761006901835511,0.8174097664543525,0.916083916083916,0.9657534246575342,0.9657534246575342,0.0625
41,ATL,2019,0.8,0.9027777777777778,0.9027777777777778,0.7474264705882353,0.7611275964391692,0.8011869436201781,0.8714285714285714,0.9657534246575342,0.916083916083916,0.21875
42,ATL,2020,0.7530864197530864,0.8,0.8,0.7203065134099617,0.6980392156862746,0.7474264705882353,0.8133333333333334,0.8642857142857143,0.8714285714285714,0.34375
43,ATL,2021,0.7228915662650602,0.7530864197530864,0.7530864197530864,0.8197183098591548,0.7203065134099617,0.7203065134099617,0.954248366013072,0.8133333333333334,0.8133333333333334,0.0625
44,BAL,2000,0.5180722891566265,,,0.6915708812260536,,,0.8947368421052632,,,1.0
45,BAL,2001,0.6081081081081081,0.927710843373494,0.5180722891566265,0.7717181467181468,0.7547892720306514,0.6915708812260536,0.6057692307692307,0.8947368421052632,0.8947368421052632,0.8064516129032258
46,BAL,2002,0.5135135135135135,0.7590361445783133,0.6081081081081081,0.7086466165413534,0.6901544401544402,0.7717181467181468,0.9553571428571429,0.8947368421052632,0.6057692307692307,0.5
47,BAL,2003,0.2911392405063291,0.5135135135135135,0.5135135135135135,0.7362110311750599,0.7086466165413534,0.7086466165413534,0.9504132231404959,0.9553571428571429,0.9553571428571429,0.9375
48,BAL,2004,0.5641025641025641,0.2911392405063291,0.2911392405063291,0.5366430260047281,0.7086330935251799,0.7362110311750599,0.8095238095238095,0.9504132231404959,0.9504132231404959,0.984375
49,BAL,2005,0.575,0.5641025641025641,0.5641025641025641,0.8578088578088577,0.8478111128118782,0.5366430260047281,0.8290598290598291,0.8095238095238095,0.8095238095238095,0.8125
50,BAL,2006,0.8933333333333333,0.825,0.575,0.8376543209876544,0.8578088578088577,0.8578088578088577,0.7804878048780488,0.8290598290598291,0.8290598290598291,1.0
51,BAL,2007,0.4523809523809524,0.575,0.8933333333333333,0.6736596736596736,0.8351851851851853,0.8376543209876544,0.9256198347107438,0.8292682926829268,0.7804878048780488,0.5
52,BAL,2008,0.6447368421052632,0.4523809523809524,0.4523809523809524,0.8239766081871345,0.7831951998618666,0.6736596736596736,0.7846153846153846,0.9256198347107438,0.9256198347107438,0.96875
53,BAL,2009,0.8289473684210527,0.6447368421052632,0.6447368421052632,0.8055555555555555,0.8239766081871345,0.8239766081871345,0.9850746268656716,0.7846153846153846,0.7846153846153846,0.96875
54,BAL,2010,0.8641975308641975,0.8289473684210527,0.8289473684210527,0.8952702702702702,0.8912037037037037,0.8055555555555555,0.8947368421052632,0.9850746268656716,0.9850746268656716,0.8125
55,BAL,2011,0.7763157894736842,0.8641975308641975,0.8641975308641975,0.8377630121816169,0.9425675675675675,0.8952702702702702,0.9926470588235294,0.8947368421052632,0.8947368421052632,0.9375
56,BAL,2012,0.8309859154929577,0.7763157894736842,0.7763157894736842,0.7696078431372548,0.8377630121816169,0.8377630121816169,0.9727891156462585,0.9926470588235294,0.9926470588235294,0.5625
57,BAL,2013,0.582089552238806,0.8309859154929577,0.8309859154929577,0.6905537459283387,0.7099673202614379,0.7696078431372548,0.8571428571428571,0.9727891156462585,0.9727891156462585,0.65625
58,BAL,2014,0.8783783783783784,0.582089552238806,0.582089552238806,0.8277777777777778,0.8550488599348534,0.6905537459283387,0.65625,0.8571428571428571,0.8571428571428571,0.734375
59,BAL,2015,0.6666666666666666,0.8783783783783784,0.8783783783783784,0.8291404612159329,0.9233333333333333,0.8277777777777778,0.6170886075949367,0.65625,0.65625,0.5
60,BAL,2016,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.8786952089704383,0.75,0.8291404612159329,0.709375,0.5999208860759494,0.6170886075949367,0.9375
61,BAL,2017,0.589041095890411,0.7142857142857143,0.7142857142857143,0.7038216560509554,0.8576346815917528,0.8786952089704383,0.9246575342465754,0.709375,0.709375,1.0
62,BAL,2018,0.5972222222222222,0.589041095890411,0.589041095890411,0.6832344213649851,0.5564142270009155,0.7038216560509554,0.7272727272727273,0.9246575342465754,0.9246575342465754,0.890625
63,BAL,2019,0.9714285714285714,0.5972222222222222,0.5972222222222222,0.6446078431372549,0.599406528189911,0.6832344213649851,0.9285714285714286,0.9794520547945206,0.7272727272727273,0.9375
64,BAL,2020,0.7407407407407407,0.9714285714285714,0.9714285714285714,0.646551724137931,0.6272058823529412,0.6446078431372549,0.54,0.9285714285714286,0.9285714285714286,0.875
65,BAL,2021,0.7590361445783133,0.7407407407407407,0.7407407407407407,0.84037558685446,0.7729885057471264,0.646551724137931,0.6862745098039216,0.8714285714285714,0.54,0.46875
66,BUF,2000,0.6626506024096386,,,0.696360153256705,,,0.7631578947368421,,,0.7419354838709677
67,BUF,2001,0.4189189189189189,0.6626506024096386,0.6626506024096386,0.8532818532818532,0.8454661558109834,0.696360153256705,0.7884615384615384,0.7631578947368421,0.7631578947368421,0.0967741935483871
68,BUF,2002,0.8783783783783784,0.7228915662650602,0.4189189189189189,0.830827067669173,0.8532818532818532,0.8532818532818532,0.9464285714285714,0.7884615384615384,0.7884615384615384,0.09375
69,BUF,2003,0.4810126582278481,0.8783783783783784,0.8783783783783784,0.7398081534772182,0.6898496240601504,0.830827067669173,0.859504132231405,0.9464285714285714,0.9464285714285714,0.6875
70,BUF,2004,0.6025641025641025,0.4810126582278481,0.4810126582278481,0.8096926713947991,0.7032374100719425,0.7398081534772182,0.8253968253968254,0.859504132231405,0.859504132231405,0.875
71,BUF,2005,0.525,0.4936708860759494,0.6025641025641025,0.7255244755244755,0.8096926713947991,0.8096926713947991,0.8205128205128205,0.8253968253968254,0.8253968253968254,0.1875
72,BUF,2006,0.6666666666666666,0.525,0.525,0.7506172839506173,0.6882862999884276,0.7255244755244755,0.8292682926829268,0.8205128205128205,0.8205128205128205,0.5625
73,BUF,2007,0.6428571428571429,0.6666666666666666,0.6666666666666666,0.6791958041958042,0.6578670397015721,0.7506172839506173,0.8925619834710744,0.8292682926829268,0.8292682926829268,0.53125
74,BUF,2008,0.7105263157894737,0.6428571428571429,0.6428571428571429,0.7192982456140351,0.7226107226107227,0.6791958041958042,0.9115384615384615,0.8925619834710744,0.8925619834710744,0.6875
75,BUF,2009,0.5394736842105263,0.3815789473684211,0.7105263157894737,0.5885416666666666,0.9596491228070175,0.7192982456140351,0.9402985074626866,0.9115384615384615,0.9115384615384615,0.4375
76,BUF,2010,0.7407407407407407,0.5394736842105263,0.5394736842105263,0.6306306306306306,0.7522112573099415,0.5885416666666666,0.8721804511278195,0.9402985074626866,0.9402985074626866,0.1875
77,BUF,2011,0.75,0.7407407407407407,0.7407407407407407,0.7231450719822813,0.9290540540540541,0.6306306306306306,0.8970588235294117,0.8721804511278195,0.8721804511278195,0.25
78,BUF,2012,0.6338028169014085,0.75,0.75,0.7173202614379085,0.6910299003322259,0.7231450719822813,1.0,0.8235294117647058,0.8970588235294117,0.1875
79,BUF,2013,0.4626865671641791,0.6338028169014085,0.6338028169014085,0.6726384364820847,0.8251633986928104,0.7173202614379085,0.8633540372670807,1.0,1.0,0.5625
80,BUF,2014,0.7567567567567568,0.8395061728395061,0.4626865671641791,0.6699999999999999,0.5928338762214984,0.6726384364820847,0.546875,0.9705882352941176,0.8633540372670807,0.9375
81,BUF,2015,0.7466666666666667,0.7567567567567568,0.7567567567567568,0.8123689727463312,0.8388888888888889,0.6699999999999999,0.5727848101265823,0.549417701863354,0.546875,0.46875
82,BUF,2016,0.6,0.7466666666666667,0.7466666666666667,0.72579001019368,0.7405660377358491,0.8123689727463312,0.6499999999999999,0.9620253164556962,0.5727848101265823,0.359375
83,BUF,2017,0.6301369863013698,0.6,0.6,0.7898089171974523,0.808868501529052,0.72579001019368,0.9726027397260274,0.98125,0.6499999999999999,0.46875
84,BUF,2018,0.4583333333333333,0.6301369863013698,0.6301369863013698,0.56973293768546,0.7898089171974523,0.7898089171974523,0.6993006993006993,0.9726027397260274,0.9726027397260274,0.890625
85,BUF,2019,0.6571428571428571,0.4583333333333333,0.4583333333333333,0.7816176470588235,0.8333151843483153,0.56973293768546,0.8535714285714285,0.6993006993006993,0.6993006993006993,0.96875
86,BUF,2020,0.9753086419753086,0.6571428571428571,0.6571428571428571,0.7790948275862069,0.8872549019607844,0.7816176470588235,0.84,0.8535714285714285,0.8535714285714285,0.640625
87,BUF,2021,0.8674698795180723,0.9753086419753086,0.9753086419753086,0.852112676056338,0.8193711967545638,0.7790948275862069,0.8954248366013072,0.84,0.84,0.90625
88,CAR,2000,0.7710843373493976,,,0.8799489144316731,,,0.8157894736842105,,,0.4838709677419355
89,CAR,2001,0.35135135135135137,0.7710843373493976,0.7710843373493976,0.6245173745173745,0.8799489144316731,0.8799489144316731,0.6730769230769231,0.8157894736842105,0.8157894736842105,0.3548387096774194
90,CAR,2002,0.527027027027027,0.35135135135135137,0.35135135135135137,0.7744360902255639,0.7277992277992278,0.6245173745173745,0.7589285714285714,0.8557692307692307,0.6730769230769231,0.96875
91,CAR,2003,0.8227848101265823,0.527027027027027,0.527027027027027,0.6519784172661871,0.6933550091444829,0.7744360902255639,0.8925619834710744,0.7767857142857143,0.7589285714285714,0.625
92,CAR,2004,0.8589743589743589,0.8227848101265823,0.8227848101265823,0.8167848699763592,0.6816546762589928,0.6519784172661871,0.8492063492063492,0.8925619834710744,0.8925619834710744,0.5
93,CAR,2005,0.875,0.8589743589743589,0.8589743589743589,0.703962703962704,0.8071925438372706,0.8167848699763592,0.8717948717948718,0.8492063492063492,0.8492063492063492,0.9375
94,CAR,2006,0.8266666666666667,0.875,0.875,0.7271604938271605,0.9335664335664335,0.703962703962704,0.8211382113821138,0.8717948717948718,0.8717948717948718,0.6875
95,CAR,2007,0.3333333333333333,0.7051282051282052,0.8266666666666667,0.6876456876456877,0.7797202797202798,0.7271604938271605,0.8181818181818182,0.8211382113821138,0.8211382113821138,0.40625
96,CAR,2008,0.868421052631579,0.8266666666666667,0.3333333333333333,0.8070175438596491,0.7703962703962705,0.6876456876456877,0.8615384615384616,0.8181818181818182,0.8181818181818182,0.53125
97,CAR,2009,0.47368421052631576,0.868421052631579,0.868421052631579,0.6892361111111112,0.8070175438596491,0.8070175438596491,0.9477611940298507,0.8615384615384616,0.8615384615384616,0.9375
98,CAR,2010,0.13580246913580246,0.47368421052631576,0.47368421052631576,0.625,0.75,0.6892361111111112,0.7669172932330827,0.9477611940298507,0.9477611940298507,0.46875
99,CAR,2011,0.868421052631579,0.13580246913580246,0.13580246913580246,0.7458471760797342,0.6528716216216216,0.625,0.75,0.9477611940298507,0.7669172932330827,0.125
100,CAR,2012,0.7887323943661971,0.868421052631579,0.868421052631579,0.8071895424836601,0.8372093023255813,0.7458471760797342,0.8639455782312925,0.75,0.75,0.59375
101,CAR,2013,0.835820895522388,0.7887323943661971,0.7887323943661971,0.8349619978284474,0.9161220043572985,0.8071895424836601,0.8229813664596273,0.8639455782312925,0.8639455782312925,1.0
102,CAR,2014,0.6351351351351351,0.835820895522388,0.835820895522388,0.7216666666666667,0.7068403908794788,0.8349619978284474,0.88125,0.7669172932330827,0.8229813664596273,0.734375
103,CAR,2015,0.9733333333333334,0.6351351351351351,0.6351351351351351,0.753930817610063,0.6589351851851851,0.7216666666666667,0.8607594936708861,0.88125,0.88125,0.96875
104,CAR,2016,0.5571428571428572,0.9733333333333334,0.9733333333333334,0.768348623853211,0.7709591194968554,0.753930817610063,0.8125,0.8607594936708861,0.8607594936708861,0.59375
105,CAR,2017,0.684931506849315,0.5571428571428572,0.5571428571428572,0.8152866242038217,0.41896024464831805,0.768348623853211,0.8013698630136986,0.8125,0.8125,0.875
106,CAR,2018,0.7361111111111112,0.684931506849315,0.684931506849315,0.7967359050445104,0.9140029996688677,0.8152866242038217,1.0,0.9041095890410958,0.8013698630136986,0.546875
107,CAR,2019,0.5,0.7361111111111112,0.7361111111111112,0.7566176470588235,0.8150346191889218,0.7967359050445104,0.9964285714285714,1.0,1.0,0.1875
108,CAR,2020,0.7283950617283951,0.5866666666666667,0.5,0.7337164750957855,0.9088235294117647,0.7566176470588235,0.86,0.589041095890411,0.9964285714285714,0.4375
109,CAR,2021,0.40963855421686746,0.2839506172839506,0.7283950617283951,0.6178403755868545,0.9712643678160919,0.7337164750957855,0.7058823529411765,0.86,0.86,0.53125
110,CHI,2000,0.42168674698795183,,,0.6947637292464878,,,0.8333333333333334,,,0.5161290322580645
111,CHI,2001,0.6486486486486487,0.42168674698795183,0.42168674698795183,0.6254826254826255,0.6947637292464878,0.6947637292464878,0.8173076923076923,0.8333333333333334,0.8333333333333334,0.967741935483871
112,CHI,2002,0.6013513513513513,0.6486486486486487,0.6486486486486487,0.7493734335839598,0.6716815337504993,0.6254826254826255,0.75,0.8173076923076923,0.8173076923076923,0.21875
113,CHI,2003,0.379746835443038,0.8648648648648649,0.6013513513513513,0.7553956834532375,0.862781954887218,0.7493734335839598,0.6776859504132231,0.75,0.75,0.34375
114,CHI,2004,0.32051282051282054,0.28378378378378377,0.379746835443038,0.5602836879432624,0.6762589928057554,0.7553956834532375,0.8968253968253969,0.6696428571428571,0.6776859504132231,0.5625
115,CHI,2005,0.2875,0.32051282051282054,0.32051282051282054,0.6433566433566433,0.7535460992907801,0.5602836879432624,0.8461538461538461,0.8968253968253969,0.8968253968253969,1.0
116,CHI,2006,0.7333333333333333,0.2875,0.2875,0.8320987654320988,0.6468531468531469,0.6433566433566433,0.8373983739837398,0.8461538461538461,0.8461538461538461,0.96875
117,CHI,2007,0.39285714285714285,0.7333333333333333,0.7333333333333333,0.7983682983682984,0.8320987654320988,0.8320987654320988,0.7355371900826446,0.8373983739837398,0.8373983739837398,0.5625
118,CHI,2008,0.6973684210526315,0.2875,0.39285714285714285,0.7204678362573099,0.7937062937062938,0.7983682983682984,0.9769230769230769,0.7355371900826446,0.7355371900826446,0.625
119,CHI,2009,0.7368421052631579,0.9342105263157895,0.6973684210526315,0.8009259259259259,0.8421052631578947,0.7204678362573099,0.9552238805970149,0.9769230769230769,0.9769230769230769,0.34375
120,CHI,2010,0.8024691358024691,0.7368421052631579,0.7368421052631579,0.6351351351351351,0.6926778752436648,0.8009259259259259,0.9699248120300752,0.9552238805970149,0.9552238805970149,0.96875
121,CHI,2011,0.7631578947368421,0.8024691358024691,0.8024691358024691,0.6699889258028793,0.8091216216216217,0.6351351351351351,0.9632352941176471,0.9699248120300752,0.9699248120300752,0.90625
122,CHI,2012,0.5633802816901409,0.7631578947368421,0.7631578947368421,0.5776143790849673,0.5884102541079286,0.6699889258028793,0.9319727891156463,0.9632352941176471,0.9632352941176471,1.0
123,CHI,2013,0.7761194029850746,0.5633802816901409,0.5633802816901409,0.9424538545059717,0.8006535947712418,0.5776143790849673,0.9875776397515528,0.9319727891156463,0.9319727891156463,0.28125
124,CHI,2014,0.6081081081081081,0.7761194029850746,0.7761194029850746,0.7408333333333333,0.8980168614677141,0.9424538545059717,0.96875,0.9875776397515528,0.9875776397515528,0.125
125,CHI,2015,0.8,0.6081081081081081,0.6081081081081081,0.7386006289308176,0.8578474484256243,0.7408333333333333,0.9810126582278481,0.96875,0.96875,0.53125
126,CHI,2016,0.44285714285714284,0.8,0.8,0.6444954128440367,0.6683647798742139,0.7386006289308176,0.95,0.9810126582278481,0.9810126582278481,0.15625
127,CHI,2017,0.5068493150684932,0.44285714285714284,0.44285714285714284,0.6050955414012739,0.7686085626911315,0.6444954128440367,0.8493150684931506,0.95,0.95,0.78125
128,CHI,2018,0.8055555555555556,0.5068493150684932,0.5068493150684932,0.8615232443125619,0.7920489296636085,0.6050955414012739,0.8811188811188811,0.8493150684931506,0.8493150684931506,1.0
129,CHI,2019,0.6428571428571429,0.8055555555555556,0.8055555555555556,0.8088235294117646,0.857566765578635,0.8615232443125619,0.7142857142857143,0.9300699300699301,0.8811188811188811,0.8125
130,CHI,2020,0.7037037037037037,0.6428571428571429,0.6428571428571429,0.6975574712643678,0.7941176470588235,0.8088235294117646,0.9733333333333334,0.7142857142857143,0.7142857142857143,0.546875
131,CHI,2021,0.2891566265060241,0.7037037037037037,0.7037037037037037,0.6647887323943662,0.6005747126436781,0.6975574712643678,0.9084967320261438,0.9733333333333334,0.9733333333333334,0.4375
132,CIN,2000,0.27710843373493976,,,0.5766283524904214,,,0.8421052631578947,,,0.22580645161290322
133,CIN,2001,0.4594594594594595,0.6265060240963856,0.27710843373493976,0.6537966537966539,0.7183908045977012,0.5766283524904214,0.9134615384615384,0.8421052631578947,0.8421052631578947,0.45161290322580644
134,CIN,2002,0.6216216216216216,0.4594594594594595,0.4594594594594595,0.7593984962406015,0.7567567567567568,0.6537966537966539,0.8660714285714286,0.9134615384615384,0.9134615384615384,0.125
135,CIN,2003,0.8607594936708861,0.6216216216216216,0.6216216216216216,0.7529976019184653,0.7424812030075189,0.7593984962406015,0.768595041322314,0.8660714285714286,0.8660714285714286,0.125
136,CIN,2004,0.782051282051282,0.8607594936708861,0.8607594936708861,0.6072695035460993,0.6636690647482014,0.7529976019184653,0.8015873015873016,0.768595041322314,0.768595041322314,0.75
137,CIN,2005,0.9875,0.782051282051282,0.782051282051282,0.8006993006993007,0.74822695035461,0.6072695035460993,0.811965811965812,0.8015873015873016,0.8015873015873016,0.3125
138,CIN,2006,0.9333333333333333,0.9875,0.9875,0.8506172839506173,0.8006993006993007,0.8006993006993007,0.8617886178861789,0.811965811965812,0.811965811965812,0.21875
139,CIN,2007,0.9166666666666666,0.9333333333333333,0.9333333333333333,0.8170163170163169,0.8506172839506173,0.8506172839506173,0.6446280991735537,0.8617886178861789,0.8617886178861789,0.4375
140,CIN,2008,0.3815789473684211,0.9166666666666666,0.9166666666666666,0.6052631578947368,0.7928321678321678,0.8170163170163169,0.7769230769230769,0.7355371900826446,0.6446280991735537,0.4375
141,CIN,2009,0.8157894736842105,0.9166666666666666,0.3815789473684211,0.6640625,0.7964912280701755,0.6052631578947368,0.7686567164179104,0.7769230769230769,0.7769230769230769,0.875
142,CIN,2010,0.8148148148148148,0.8157894736842105,0.8157894736842105,0.6549831081081081,0.7981237816764133,0.6640625,0.8646616541353384,0.7686567164179104,0.7686567164179104,0.40625
143,CIN,2011,0.8026315789473685,0.8148148148148148,0.8148148148148148,0.8383167220376523,0.6452702702702703,0.6549831081081081,0.7794117647058824,0.8646616541353384,0.8646616541353384,0.75
144,CIN,2012,0.7605633802816901,0.8026315789473685,0.8026315789473685,0.9264705882352942,0.872093023255814,0.8383167220376523,0.8367346938775511,0.7058823529411765,0.7794117647058824,0.9375
145,CIN,2013,0.9552238805970149,0.7605633802816901,0.7605633802816901,0.753257328990228,0.9264705882352942,0.9264705882352942,0.6894409937888198,0.8367346938775511,0.8367346938775511,0.96875
146,CIN,2014,0.7702702702702703,0.9552238805970149,0.9552238805970149,0.715,0.771986970684039,0.753257328990228,0.89375,0.6894409937888198,0.6894409937888198,0.5
147,CIN,2015,0.9466666666666667,0.7702702702702703,0.7702702702702703,0.7900943396226415,0.6412450235251538,0.715,0.759493670886076,0.89375,0.89375,0.84375
148,CIN,2016,0.7714285714285715,0.9466666666666667,0.9466666666666667,0.5902140672782874,0.7644234800838574,0.7900943396226415,0.825,0.759493670886076,0.759493670886076,0.5
149,CIN,2017,0.6575342465753424,0.7714285714285715,0.7714285714285715,0.6520700636942675,0.7420998980632008,0.5902140672782874,0.3424657534246575,0.825,0.825,0.3125
150,CIN,2018,0.7083333333333334,0.6575342465753424,0.6575342465753424,0.7440652818991098,0.9331210191082803,0.6520700636942675,0.9090909090909091,0.3424657534246575,0.3424657534246575,0.125
151,CIN,2019,0.5428571428571428,0.7083333333333334,0.7083333333333334,0.7466911764705882,0.8323442136498517,0.7440652818991098,0.8785714285714286,0.9090909090909091,0.9090909090909091,0.125
152,CIN,2020,0.6172839506172839,0.5428571428571428,0.5428571428571428,0.6102729885057472,0.884272997032641,0.7466911764705882,0.78,0.89375,0.8785714285714286,0.25
153,CIN,2021,0.9397590361445783,0.6172839506172839,0.6172839506172839,0.7746478873239437,0.7002197430696416,0.6102729885057472,0.9869281045751634,0.8785714285714286,0.78,0.5625
154,CLE,2000,0.25301204819277107,,,0.6098339719029374,,,0.7192982456140351,,,0.25806451612903225
155,CLE,2001,0.527027027027027,0.25301204819277107,0.25301204819277107,0.6201737451737452,0.6091954022988506,0.6098339719029374,0.5288461538461539,0.7192982456140351,0.7192982456140351,0.5483870967741935
